name,token,normalizedName
ADVANI HOTELS & RESORTS (INDIA) LTD.,523269,advani hotels resorts
GV FILMS LTD.,523277,gv films
SUPERHOUSE LTD.,523283,superhouse
RAMA VISION LTD.,523289,rama vision
TCPL PACKAGING LTD.,523301,tcpl packaging
Panasonic Appliances India Company Ltd.,523307,panasonic appliances india
PURITY FLEX PACK LTD.,523315,purity flex pack
BALMER LAWRIE & CO.LTD.,523319,balmer lawrie co
KOVAI MEDICAL CENTER & HOSPITAL LTD.,523323,kovai medical center hospital
ELDECO HOUSING & INDUSTRIES LTD.,523329,eldeco housing
MICROSE INDIA LTD.,523343,microse
STANDARD SHOE SOLE AND MOULD (INDIA) LTD.,523351,standard shoe sole and mould
Cdr Health Care Ltd.,523353,cdr health care
Sharp Industries Ltd.,523359,sharp
Sterling Holiday Resorts (india) Ltd.,523363,sterling holiday resorts
DCM Shriram Limited,523367,dcm shriram
DCM SHRIRAM INDUSTRIES LTD.,523369,dcm shriram
MAWANA SUGARS LTD.,523371,mawana sugars
MINI DIAMONDS (INDIA) LTD.,523373,mini diamonds
MAHA RASHTRA APEX CORPORATION LTD.,523384,maha rashtra apex corporation
NILKAMAL LTD.,523385,nilkamal
TRITON CORP.LTD.,523387,triton corp
NAHAR POLYFILMS LTD.,523391,nahar polyfilms
3M INDIA LTD.,523395,3m
Johnson Controls-Hitachi Air Conditioning India Ltd,523398,johnson controls hitachi air conditioning
JM FINANCIAL LTD.,523405,jm financial
ADC India Communications Limited,523411,adc india communications
COVENTRY COIL-O-MATIC (HARYANA) LTD.,523415,coventry coil o matic haryana
TAMILNADU TELECOMMUNICATIONS LTD.,523419,tamilnadu telecommunications
SUNRAJ DIAMOND EXPORTS LTD.,523425,sunraj diamond exports
RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,523445,reliance industrial infrastructure
SHARP INDIA LTD.,523449,sharp
TECHTRAN POLYLENSES LTD.,523455,techtran polylenses
Linde India Limited,523457,linde
IND BANK HOUSING LTD.,523465,ind bank housing
JAI MATA GLASS LTD.,523467,jai mata glass
LOTUS CHOCOLATE CO.LTD.,523475,lotus chocolate co
Gujarat Gas Co.ltd.,523477,gujarat gas co
PACIFIC INDUSTRIES LTD.,523483,pacific
CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.,523489,chennai meenakshi multispeciality hospital
UNIVERSAL OFFICE AUTOMATION LTD.,523519,universal office automation
RAINBOW PAPERS LTD.,523523,rainbow papers
APM INDUSTRIES LTD.,523537,apm
PRECISION WIRES INDIA LTD.,523539,precision wires
KRYPTON INDUSTRIES LTD.,523550,krypton
Swiss Military Consumer Goods Ltd,523558,swiss military consumer goods
MARTIN BURN LTD.,523566,martin burn
Future Enterprises Ltd,523574,future enterprises
Flawless Diamond (india) Ltd.,523576,flawless diamond
INDIAN TONERS & DEVELOPERS LTD.,523586,indian toners developers
JENSON & NICHOLSON (INDIA) LTD.,523592,jenson nicholson
KUNSTSTOFFE INDUSTRIES LTD.,523594,kunststoffe
SHIPPING CORPORATION OF INDIA LTD.,523598,shipping corporation of
SIKA INTERPLANT SYSTEMS LTD.,523606,sika interplant systems
ITI LTD.,523610,iti
DREDGING CORPORATION OF INDIA LTD.,523618,dredging corporation of
PHAARMASIA LTD.,523620,phaarmasia
Poddar Housing and Development Ltd,523628,poddar housing and development
NATIONAL FERTILIZERS LTD.,523630,national fertilizers
IP RINGS LTD.,523638,ip rings
PI Industries Ltd,523642,pi
PLASTIBLENDS INDIA LTD.,523648,plastiblends
Yash Innoventures Ltd,523650,yash innoventures
Kkalpana Plastick Ltd,523652,kkalpana plastick
Rishiroop Rubber (international) Ltd.,523658,rishiroop rubber international
WATERBASE LTD.,523660,waterbase
NOIDA MEDICARE CENTRE LTD.,523670,noida medicare centre
FLEX FOODS LTD.,523672,flex foods
GOLKUNDA DIAMONDS & JEWELLERY LTD.,523676,golkunda diamonds jewellery
APCOTEX INDUSTRIES LTD.,523694,apcotex
Fortis Malar Hospitals Limited,523696,fortis malar hospitals
MASTEK LTD.,523704,mastek
EIMCO ELECON (INDIA) LTD.,523708,eimco elecon
SAYAJI HOTELS LTD.,523710,sayaji hotels
JMG CORPORATION LTD.,523712,jmg corporation
ASHIANA HOUSING LTD.,523716,ashiana housing
SVAM SOFTWARE LTD.,523722,svam software
VIJAY SHANTHI BUILDERS LTD.,523724,vijay shanthi builders
SIDDHARTHA TUBES LTD.,523728,siddhartha tubes
ECOBOARD INDUSTRIES LTD.,523732,ecoboard
Dhunseri Ventures Ltd,523736,dhunseri ventures
Trans India House Impex Ltd,523752,trans india house impex
Mahindra EPC Irrigation Ltd,523754,mahindra epc irrigation
SREI INFRASTRUCTURE FINANCE LTD.,523756,srei infrastructure finance
GUJARAT BOROSIL LTD.,523768,gujarat borosil
Mitshi India Ltd,523782,mitshi
SHUKRA JEWELLERS LTD.,523790,shukra jewellers
MAZDA LTD.,523792,mazda
VICEROY HOTELS LTD.,523796,viceroy hotels
DIVINE MULTIMEDIA (INDIA) LTD.,523810,divine multimedia
NEO CORP INTERNATIONAL LTD.,523820,neo corp international
SOVEREIGN DIAMONDS LTD.,523826,sovereign diamonds
MENON BEARINGS LTD.,523828,menon bearings
Mukat Pipes Ltd.,523832,mukat pipes
GUJARAT RAFFIA INDUSTRIES LTD.,523836,gujarat raffia
SIMPLEX INFRASTRUCTURES LTD.,523838,simplex infrastructures
INNOVATIVE TECH PACK LTD.,523840,innovative tech pack
Super Tannery Limited,523842,super tannery
Constronics Infra Ltd,523844,constronics infra
SKYPAK SERVICE SPECIALIST LTD.,523846,skypak service specialist
AXTEL INDUSTRIES LTD.,523850,axtel
Torrent Cables Ltd.,523856,torrent cables
Pacheli Industrial Finance Ltd,523862,pacheli industrial finance
MAGNA INDUSTRIES & EXPORTS LTD.,523872,magna industries exports
PRECISION CONTAINEURS LTD.,523874,precision containeurs
JYOTI OVERSEAS LTD.,523876,jyoti overseas
TOTAL EXPORTS LTD.,523878,total exports
V R WOODART LTD.,523888,v r woodart
D.S.KULKARNI DEVELOPERS LTD.,523890,d s kulkarni developers
Avi Products India Ltd,523896,avi products
Poonawalla Fincorp Ltd,524000,poonawalla fincorp
HINDUSTAN FLUOROCARBONS LTD.,524013,hindustan fluorocarbons
Kingfa Science & Technology (India) Ltd,524019,kingfa science technology
Patidar Buildcon Limited,524031,patidar buildcon
RAMA PHOSPHATES LTD.,524037,rama phosphates
VENLON ENTERPRISES LTD.,524038,venlon enterprises
PET PLASTICS LTD.,524046,pet plastics
POLYPLEX CORPORATION LTD.,524051,polyplex corporation
PANTHER INDUSTRIAL PRODUCTS LTD.,524055,panther industrial products
ALBERT DAVID LTD.,524075,albert david
HARYANA LEATHER CHEMICALS LTD.,524080,haryana leather chemicals
MONSANTO INDIA LTD.,524084,monsanto
Carysil Ltd,524091,carysil
Linear Polymers Ltd.,524103,linear polymers
KABRA EXTRUSIONTECHNIK LTD.,524109,kabra extrusiontechnik
VINYL CHEMICALS (INDIA) LTD.,524129,vinyl chemicals
PEE CEE COSMA SOPE LTD.,524136,pee cee cosma sope
Mahindra Composites Ltd.,524138,mahindra composites
TCM LTD.,524156,tcm
IOL CHEMICALS & PHARMACEUTICALS LTD.,524164,iol chemicals pharmaceuticals
KESAR PETROPRODUCTS LTD.,524174,kesar petroproducts
VINATI ORGANICS LTD.,524200,vinati organics
LACTOSE (INDIA) LTD.,524202,lactose
TEESTA AGRO INDUSTRIES LTD.,524204,teesta agro
AARTI INDUSTRIES LTD.,524208,aarti
PENTOKEY ORGANY (INDIA) LTD.,524210,pentokey organy
WANBURY LTD.,524212,wanbury
RESONANCE SPECIALTIES LTD.,524218,resonance specialties
GUJARAT AMBUJA EXPORTS LTD.,524226,gujarat ambuja exports
RASHTRIYA CHEMICALS & FERTILIZERS LTD.,524230,rashtriya chemicals fertilizers
MAHARASHTRA POLYBUTENES LTD.,524232,maharashtra polybutenes
UNIMERS INDIA LTD.,524264,unimers
MAGNA COLORS LTD.,524270,magna colors
Dujodwala Paper Chemical Ltd.,524276,dujodwala paper chemical
KOPRAN LTD.,524280,kopran
AIMCO PESTICIDES LTD.,524288,aimco pesticides
Vbc Industries Ltd.,524310,vbc
GUJARAT TERCE LABORATORIES LTD.,524314,gujarat terce laboratories
KABRA DRUGS LTD.,524322,kabra drugs
SEYA INDUSTRIES LTD.,524324,seya
JAYANT AGRO-ORGANICS LTD.,524330,jayant agro organics
BCL Industries Ltd,524332,bcl
SHREE HARI CHEMICALS EXPORT LTD.,524336,shree hari chemicals export
INDO BORAX & CHEMICALS LTD.,524342,indo borax chemicals
AARTI DRUGS LTD.,524348,aarti drugs
BODAL CHEMICALS LTD.,524370,bodal chemicals
Orchid Pharma Ltd,524372,orchid pharma
CRAZY INFOTECH LTD.,524388,crazy infotech
VIMTA LABS LTD.,524394,vimta labs
BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,524396,biofil chemicals pharmaceuticals
ISHITA DRUGS & INDUSTRIES LTD.,524400,ishita drugs
MARKSANS PHARMA LTD.,524404,marksans pharma
UNIVERSAL STARCH-CHEM ALLIED LTD.,524408,universal starch chem allied
AAREY DRUGS & PHARMACEUTICALS LTD.,524412,aarey drugs pharmaceuticals
NORRIS MEDICINES LTD.,524414,norris medicines
ASIAN PETROPRODUCTS & EXPORTS LTD.,524434,asian petroproducts exports
CAMEX LTD.,524440,camex
Evexia Lifecare Ltd,524444,evexia lifecare
Sabero Organics Gujarat Ltd.,524446,sabero organics gujarat
Ahlcon Parenterals (india) Ltd.,524448,ahlcon parenterals
INDO EURO INDCHEM LTD.,524458,indo euro indchem
SYNCOM FORMULATIONS (INDIA) LTD.,524470,syncom formulations
RIDDHI SIDDHI GLUCO BIOLS LTD.,524480,riddhi siddhi gluco biols
TRANS MEDICARE LTD.,524484,trans medicare
SVC INDUSTRIES Ltd,524488,svc
IPCA LABORATORIES LTD.,524494,ipca laboratories
KILITCH DRUGS (INDIA) LTD.,524500,kilitch drugs
RAAJ MEDISAFE INDIA LTD.,524502,raaj medisafe
CORAL LABORATORIES LTD.,524506,coral laboratories
TULASEE BIO-ETHANOL LTD.,524514,tulasee bio ethanol
BACIL PHARMA LTD.,524516,bacil pharma
KREBS BIOCHEMICALS & INDUSTRIES LTD.,524518,krebs biochemicals
KMC SPECIALITY HOSPITALS (INDIA) LTD.,524520,kmc speciality hospitals
LAFFANS PETROCHEMICALS LTD.,524522,laffans petrochemicals
BHASKAR AGROCHEMICALS LTD.,524534,bhaskar agrochemicals
SECUNDERABAD HEALTHCARE LTD.,524540,secunderabad healthcare
SUKHJIT STARCH & CHEMICALS LTD.,524542,sukhjit starch chemicals
SHABA CHEMICALS LTD.,524546,shaba chemicals
SHASUN PHARMACEUTICALS LTD.,524552,shasun pharmaceuticals
NEULAND LABORATORIES LTD.,524558,neuland laboratories
GAYATRI BIOORGANICS LTD.,524564,gayatri bioorganics
PODDAR PIGMENTS LTD.,524570,poddar pigments
PHARMAIDS PHARMACEUTICALS LTD.,524572,pharmaids pharmaceuticals
VIVID GLOBAL INDUSTRIES LTD.,524576,vivid global
PRIYA LTD.,524580,priya
TIRUPATI STARCH & CHEMICALS LTD.,524582,tirupati starch chemicals
Emed.com Technologies Ltd,524588,emed com technologies
Hemo Organic Limited,524590,hemo organic
JD ORGOCHEM LTD.,524592,jd orgochem
ASHOK ALCO-CHEM LTD.,524594,ashok alco chem
AKSHARCHEM (INDIA) LTD.,524598,aksharchem
Bandaram Pharma Packtech Ltd,524602,bandaram pharma packtech
Adline Chem Lab Ltd,524604,adline chem lab
BERYL DRUGS LTD.,524606,beryl drugs
RATHI GRAPHIC TECHNOLOGIES LTD.,524610,rathi graphic technologies
IEL Ltd,524614,iel
iStreet Network Limited,524622,istreet network
GAGAN GASES LTD.,524624,gagan gases
PARKER AGROCHEM EXPORTS LTD.,524628,parker agrochem exports
Shukra Pharmaceuticals Ltd,524632,shukra pharmaceuticals
ALUFLUORIDE LTD.,524634,alufluoride
Oxygenta Pharmaceutical Ltd,524636,oxygenta pharmaceutical
ARCHIT ORGANOSYS LTD.,524640,archit organosys
Sikozy Realtors Limited,524642,sikozy realtors
INDO AMINES LTD.,524648,indo amines
IND-SWIFT LTD.,524652,ind swift
NATURAL CAPSULES LTD.,524654,natural capsules
WELCURE DRUGS & PHARMACEUTICALS LTD.,524661,welcure drugs pharmaceuticals
BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.,524663,bharat immunologicals biologicals corporation
SAVITA OIL TECHNOLOGIES LTD.,524667,savita oil technologies
HESTER BIOSCIENCES LTD.,524669,hester biosciences
KABSONS INDUSTRIES LTD.,524675,kabsons
BASANT AGRO TECH (INDIA) LTD.,524687,basant agro tech
PARENTERAL DRUGS (INDIA) LTD.,524689,parenteral drugs
KILBURN CHEMICALS LTD.,524699,kilburn chemicals
SANDU PHARMACEUTICALS LTD.,524703,sandu pharmaceuticals
NACL Industries Ltd,524709,nacl
Vista Pharmaceuticals Ltd.,524711,vista pharmaceuticals
SUN PHARMACEUTICAL INDUSTRIES LTD.,524715,sun pharmaceutical
TITAN BIOTECH LTD.,524717,titan biotech
Socrus Bio Sciences Limited,524719,socrus bio sciences
BIJOY HANS LTD.,524723,bijoy hans
Span Divergent Ltd,524727,span divergent
JENBURKT PHARMACEUTICALS LTD.,524731,jenburkt pharmaceuticals
HIKAL LTD.,524735,hikal
Benzo Petro International Ltd.,524737,benzo petro international
CAPLIN POINT LABORATORIES LTD.,524742,caplin point laboratories
FISCHER CHEMIC LTD.,524743,fischer chemic
LINK PHARMA CHEM LTD.,524748,link pharma chem
Combat Drugs Ltd.,524752,combat drugs
GUJARAT MEDITECH LTD.,524754,gujarat meditech
WINTAC LTD.,524758,wintac
Arvind International Ltd.,524760,arvind international
Nutraplus India Limited,524764,nutraplus
EMMESSAR BIOTECH & NUTRITION LTD.,524768,emmessar biotech nutrition
NGL FINE-CHEM LTD.,524774,ngl fine chem
ELDER PROJECTS LTD.,524788,elder projects
EVEREST ORGANICS LTD.,524790,everest organics
VARDHAMAN LABORATORIES LTD.,524796,vardhaman laboratories
AUROBINDO PHARMA LTD.,524804,aurobindo pharma
PHYTO CHEM (INDIA) LTD.,524808,phyto chem
NATCO PHARMA LTD.,524816,natco pharma
DYNAMIC INDUSTRIES LTD.,524818,dynamic
PANAMA PETROCHEM LTD.,524820,panama petrochem
BAL PHARMA LTD.,524824,bal pharma
BDH INDUSTRIES LTD.,524828,bdh
ELDER HEALTH CARE LTD.,524830,elder health care
JAUSS POLYMERS LTD.,526001,jauss polymers
PROCAL ELECTRONICS INDIA LTD.,526009,procal electronics
KEMROCK INDUSTRIES & EXPORTS LTD.,526015,kemrock industries exports
Globus Constructors & Developers Limited,526025,globus constructors developers
CUBEX TUBINGS LTD.,526027,cubex tubings
POLYMECHPLAST MACHINES LTD.,526043,polymechplast machines
LUMINAIRE TECHNOLOGIES LTD.,526045,luminaire technologies
Shri Lakshmi Cotsyn Ltd.,526049,shri lakshmi cotsyn
KCCL PLASTIC LTD.,526067,kccl plastic
STELLANT SECURITIES (INDIA) LTD.,526071,stellant securities
GALAXY BEARINGS LTD.,526073,galaxy bearings
REKVINA LABORATORIES LTD.,526075,rekvina laboratories
SC Agrotech Ltd,526081,sc agrotech
SAGAR TOURIST RESORTS LTD.,526085,sagar tourist resorts
SATHAVAHANA ISPAT LTD.,526093,sathavahana ispat
RAVILEELA GRANITES LTD.,526095,ravileela granites
Pricol   Ltd,526109,pricol
UNIROYAL MARINE EXPORTS LTD.,526113,uniroyal marine exports
KARAN WOO-SIN LTD.,526115,karan woo sin
SHERVANI INDUSTRIAL SYNDICATE LTD.,526117,shervani industrial syndicate
BN Holdings Ltd,526125,bn holdings
SUPERTEX INDUSTRIES LTD.,526133,supertex
SHETRON LTD.,526137,shetron
TRANSGENE BIOTEK LTD.,526139,transgene biotek
Compact Disc India Ltd.,526141,compact disc
MPL Plastics Limited,526143,mpl plastics
NIKHIL ADHESIVES LTD.,526159,nikhil adhesives
SPENTA INTERNATIONAL LTD.,526161,spenta international
MULTIBASE INDIA LTD.,526169,multibase
ANDREW YULE & COMPANY LTD.,526173,andrew yule
LUDLOW JUTE & SPECIALITIES LTD.,526179,ludlow jute specialities
ASHRAM ONLINE.COM LTD.,526187,ashram online com
ROYAL CUSHION VINYL PRODUCTS LTD.,526193,royal cushion vinyl products
NEOGEM INDIA LTD.,526195,neogem
K.S.OILS LTD.,526209,k s oils
SURAJ INDUSTRIES LTD.,526211,suraj
Hitech Corporation Ltd,526217,hitech corporation
BLOOM DEKOR LTD.,526225,bloom dekor
FILATEX INDIA LTD.,526227,filatex
STANDARD SURFACTANTS LTD.,526231,standard surfactants
MERCATOR LTD.,526235,mercator
MORGAN VENTURES LTD.,526237,morgan ventures
AMRAPALI INDUSTRIES LTD.,526241,amrapali
PREMIER EXPLOSIVES LTD.,526247,premier explosives
MID EAST PORTFOLIO MANAGEMENT LTD.,526251,mid east portfolio management
MOLD-TEK TECHNOLOGIES LTD.,526263,mold tek technologies
CRESTCHEM LTD.,526269,crestchem
DIVYA JYOTI INDUSTRIES LTD.,526285,divya jyoti
MPHASIS LTD.,526299,mphasis
MEDINOVA DIAGNOSTIC SERVICES LTD.,526301,medinova diagnostic services
HIND INDUSTRIES LTD.,526307,hind
Nu-tech Corporate Services Ltd.,526313,nu tech corporate services
Divyashakti Ltd,526315,divyashakti
ORIENT PRESS LTD.,526325,orient press
SHREYAS INTERMEDIATES LTD.,526335,shreyas intermediates
Acclaim Industries Limited,526347,acclaim
Nirbhay Colours India Ltd,526349,nirbhay colours
DUROPACK LTD.,526355,duropack
Swarnsarita Jewels India Ltd,526365,swarnsarita jewels
GANESH HOUSING CORPORATION LTD.,526367,ganesh housing corporation
NMDC LTD.,526371,nmdc
CINDRELLA HOTELS LTD.,526373,cindrella hotels
PATEL INTEGRATED LOGISTICS LTD.,526381,patel integrated logistics
ALPHAGEO (INDIA) LTD.,526397,alphageo
Regency Hospital Ltd.,526403,regency hospital
RITESH PROPERTIES & INDUSTRIES LTD.,526407,ritesh properties
Kkalpana Industries (India) Ltd,526409,kkalpana industries
OK PLAY INDIA LTD.,526415,ok play
KRITI INDUSTRIES (INDIA) LTD.,526423,kriti industries
WELTERMAN INTERNATIONAL LTD.,526431,welterman international
ASM TECHNOLOGIES LTD.,526433,asm technologies
PERFECTPAC LTD.,526435,perfectpac
Ambitious Plastomac Company Ltd.,526439,ambitious plastomac
VISION CINEMAS LTD.,526441,vision cinemas
DATASOFT APPLICATION SOFTWARE (INDIA) LTD.,526443,datasoft application software
INDRAYANI BIOTECH LTD.,526445,indrayani biotech
U.g.hotels And Resorts Ltd.,526463,u g hotels and resorts
EURO LEDER FASHION LTD.,526468,euro leder fashion
WINSOME BREWERIES LTD.,526471,winsome breweries
Elegant Floriculture & Agrotech (india) Ltd.,526473,elegant floriculture agrotech
SOUTH ASIAN ENTERPRISES LTD.,526477,south asian enterprises
SKY INDUSTRIES LTD.,526479,sky
PHOENIX INTERNATIONAL LTD.,526481,phoenix international
Eduexel Infotainment Limited,526483,eduexel infotainment
Bhudevi Infra Projects Ltd,526488,bhudevi infra projects
PRATIK PANELS LTD.,526490,pratik panels
Rishiroop Ltd,526492,rishiroop
Promact Impex Ltd,526494,promact impex
RUBBER PRODUCTS LTD.,526496,rubber products
STERLING GREEN WOODS LTD.,526500,sterling green woods
DOLPHIN MEDICAL SERVICES LTD.,526504,dolphin medical services
SYSTEMATIX CORPORATE SERVICES LTD.,526506,systematix corporate services
Shahi Shipping Ltd,526508,shahi shipping
INTERLINK PETROLEUM LTD.,526512,interlink petroleum
ALPINE HOUSING DEVELOPMENT CORPORATION LTD.,526519,alpine housing development corporation
SANGHI INDUSTRIES LTD.,526521,sanghi
JAY ENERGY AND S.ENERGIES LTD.,526523,jay energy and s energies
Worldwide Aluminium Ltd,526525,worldwide aluminium
Sudev Industries Ltd.,526530,sudev
Square Four Projects India Limited,526532,square four projects
MAXIMAA SYSTEMS LTD.,526538,maximaa systems
SCANPOINT GEOMATICS LTD.,526544,scanpoint geomatics
CHOKSI LABORATORIES LTD.,526546,choksi laboratories
Country Club Hospitality & Holidays Ltd,526550,country club hospitality holidays
SALGUTI INDUSTRIES LTD.,526554,salguti
JAMES HOTELS LTD.,526558,james hotels
Eicl Ltd.,526560,eicl
LONGVIEW TEA COMPANY LTD.,526568,longview tea
MIDWEST GOLD LTD.,526570,midwest gold
ENTERPRISE INTERNATIONAL LTD.,526574,enterprise international
TECHINDIA NIRMAN LIMITED,526576,techindia nirman
TPL PLASTECH LTD.,526582,tpl plastech
WIM PLAST LTD.,526586,wim plast
PHOTOQUIP INDIA LTD.,526588,photoquip
B.NANJI ENTERPRISES LTD.,526594,b nanji enterprises
LIBERTY SHOES LTD.,526596,liberty shoes
Gujarat Narmada Flyash Co.ltd.,526598,gujarat narmada flyash co
LIPPI SYSTEMS LTD.,526604,lippi systems
ELECTROTHERM (INDIA) LTD.,526608,electrotherm
In House Productions Ltd.,526610,in house productions
BLUE DART EXPRESS LTD.,526612,blue dart express
EXPO GAS CONTAINERS LTD.,526614,expo gas containers
NATIONAL PLASTIC INDUSTRIES LTD.,526616,national plastic
MFL INDIA LTD.,526622,mfl
AJWA FUN WORLD & RESORT LTD.,526628,ajwa fun world resort
TEXEL INDUSTRIES LTD.,526638,texel
ROYALE MANOR HOTELS & INDUSTRIES LTD.,526640,royale manor hotels
MIRZA INTERNATIONAL LTD.,526642,mirza international
TOURISM FINANCE CORPORATION OF INDIA LTD.,526650,tourism finance corporation of
CALS REFINERIES LTD.,526652,cals refineries
THAKKERS DEVELOPERS LTD.,526654,thakkers developers
RAJDARSHAN INDUSTRIES LTD.,526662,rajdarshan
BHARTIYA INTERNATIONAL LTD.,526666,bhartiya international
KAMAT HOTELS (INDIA) LTD.,526668,kamat hotels
Matra Kaushal Enterprise Limited,526671,matra kaushal enterprise
Dsj Communications Ltd.,526677,dsj communications
Univa Foods Ltd,526683,univa foods
POLO HOTELS LTD.,526687,polo hotels
FENOPLAST LTD.,526689,fenoplast
Pretto Leather Industries Ltd.,526691,pretto leather
ECOPLAST LTD.,526703,ecoplast
ELEGANT MARBLES & GRANI INDUSTRIES LTD.,526705,elegant marbles grani
ALCHEMIST LTD.,526707,alchemist
BITS LTD.,526709,bits
ADARSH PLANT PROTECT LTD.,526711,adarsh plant protect
HCP Plastene Bulkpack Ltd,526717,hcp plastene bulkpack
NICCO PARKS & RESORTS LTD.,526721,nicco parks resorts
NTC INDUSTRIES LTD.,526723,ntc
SANDESH LTD.,526725,sandesh
GARNET CONSTRUCTION LTD.,526727,garnet construction
